Sample	CSM5FZ3N_P	CSM5FZ3T_P	CSM5FZ4A_P	CSM5FZ4E_P	CSM5LLGB_P	CSM5MCTZ_P	CSM5MCU4_P	CSM5MCUQ_P	CSM5MCWA_P	CSM5MCWK_P	CSM5MCXB_P	CSM5MCXF_P	CSM5MCYU_P	CSM67U9T_P	CSM67U9V_P	CSM67U9X_P	CSM67UAI_P	CSM67UCU_P	CSM67UH7	CSM6J2H9_P	CSM79HG7_P	CSM79HH2_P	CSM79HHM	CSM79HHW_P	CSM79HHW	CSM79HJI_P	CSM79HKX	CSM79HNE	CSM79HQR_P	CSM7CZ2F_P	CSM7KOP6	CSM7KOQ5_P	CSM7KOQP_P	CSM7KOTO	CSM7KOUJ_P	ESM5GEXY	ESM5GEYU_P	ESM5GEYX_P	ESM5GEZ4_P	ESM5MEA7_P	ESM5MEB7	ESM5MEC7_P	ESM5MEDD	ESM7F5AE_P	HSM5FZBP_P	HSM5MD3L_P	HSM5MD3Y	HSM5MD48	HSM5MD4N	HSM5MD4U_P	HSM5MD5X_P	HSM5MD6E_P	HSM5MD6O_P	HSM5MD82_P	HSM5MD8F_P	HSM5MD8J_P	HSM67VCX_P	HSM67VDR_P	HSM67VDT_P	HSM67VDT	HSM67VDX_P	HSM67VF9	HSM67VFR	HSM67VID	HSM6XRQE_P	HSM7CYWS_P	HSM7CZ1T_P	HSM7CZ2V_P	HSM7CZ2X_P	HSM7J4IC	HSM7J4J7	HSM7J4JH	HSM7J4JT_P	HSM7J4JV_P	HSMA33IA	HSMA33IE	HSMA33J1_P	MSM5FZ9N_P	MSM5LLD6_P	MSM5LLEP	MSM5LLF2_P	MSM5LLFG_P	MSM5LLFK_P	MSM5LLH2_P	MSM5LLHG_P	MSM5LLHV_P	MSM6J2JF_P	MSM6J2JH_P	MSM6J2LW	MSM6J2PO	MSM6J2RG_P	MSM79H52_P	MSM79H5E	MSM79H7C	MSM79H81	MSM79H8D	MSM79H94_P	MSM79H98	MSM79H9U_P	MSM79HAJ	MSM79HBZ	MSM9VZFJ_P	MSM9VZIM	MSM9VZIY	MSM9VZJF_P	MSM9VZJJ_P	MSM9VZL5	MSM9VZL7	MSM9VZN4_P	MSMA267V	PSM6XBQM_P	PSM6XBRK_P	PSM6XBRK_TR	PSM6XBRK	PSM6XBRM_P	PSM6XBSE_P	PSM6XBSE	PSM6XBSG_P	PSM6XBTR	PSM6XBVY_P	PSM6XBW1_P	PSM6XBW3	PSM7J12J	PSM7J12V	PSM7J13I	PSM7J15W	PSM7J4EF	PSMA264O	PSMA265X
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0	0	0.07424	0	4.64956	1.23636	0.61284	0.42946	0.02966	0.18512	3.21129	0.47588	0.35847	0	0.56258	0.29398	0	0.12025	0.39279	0.13887	0	0	0.08952	0	0	0.02512	0.00588	0.27013	12.02275	0.27217	0.58093	0	1.52391	1.43756	0.3372	0.09016	0.08272	0.6602	2.13514	0	0.32585	0.00505	0	0.04171	0	0	0	1.62707	0.20942	0	0.08051	1.23553	1.09407	0.65364	0.50737	0	0	0.03856	0.00875	0.00844	0.44308	0	0	0.02619	0	0.3927	0.00665	0	0	0	0	0	0	0	0	0	0	0	0.42676	0	0	1.48308	0	0	0.00214	0.85172	0	1.23636	4.09953	0.72049	0	0.16904	0.30389	0.86086	1.18781	0	0	0.04674	0.18747	1.81884	0	0.42679	0.0844	0.75647	3.30106	0.03339	0	0.36206	3.25421	0.21916	0	0.07063	0.05417	0.12232	1.03418	0	0	0.41432	0.29143	0	0.00294	0	0	1.19701	0	2.54909	0.7492	0.25501	0.29467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.16705	0	0	0.60247	0.57839	0.01401	0	0.0317	0.0011	0	0.07609	0	0	0	0	0.09118	0	0	0.03727	0.00554	0.07178	0.0372	0	0	0	0.11868	0	0	0.30392	0	0.01588	0	0	0	0.00091	0.00195	0	0	0	0	0	0	0.16666	0.06941	0	0	0.00407	0	0	0	0	0.00527	0	0.30728	0	0	0	0.01674	0.0003	0	0.30333	0	0	0	0	0.01811	0.01396	0	0.08428	0	0.07896	0	0	0	0	0.3379	0.08522	0	0	0.6859	0	0.01572	0	0.27721	0.09146	0	0.08431	0	0.04155	0.24399	0	0	0.23899	0	0	0.07947	0	0.04126	0	0.14587	0	0.05656	0	0.03243	0.0417	0.00873	0.01307	0	0	0.23648	0	0.03216	0	0	0	0.02939	0.03004	0	0	0.01547	0.1654	0	0	0.00962	0	0.53231	0	0	0.10105
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0	0	0	0	0	0.00066	0	0.05739	0	0	0.01691	0	0	0	0	0.02896	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17877	0.01116	0	0.00325	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0.01946	0	0	0	0	0	0	0.00165	0	0	0.00645	0	0.00377	0	0.00372	0	0	0.01511	0	0	0	0	0	0	0	0	0.01159	0	0	0	0.45397	0.00317	0	0.04669	0	0	0	0	0	0.02188	0	0.00359	0.0499	0	0	0.00305	0	0	0.00935	0	0	0.50591	0	0	0	0	0.20339	0	0.13141	0.18344	0.05499	0	0.02183	0	0	0	0	0.02129	0	0	0.12241	0.01466	0	0.02515	0	0.01805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_An11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	0	0	0	0	0	0	0	0	0	0	0.0649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01643	0	0	1.37081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15854	0	0	0.05464	0	0	0	0	0	0	0	0	0	0	0.06415	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251	0	0	0	0	0	0	0	0	0	0	0.49568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95859	0	0	0	0	0.20435	0	0	0	0.11104	0	0	0.04529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22016	0	0	0	0	0.27288	0.03408	0	0	0	0	0	0	0	0	0.03752	0	0	0	8.55974	0	3.47464	0	0	5.18384	0	0	0	4.02644	5.35836	4.20052	0	0	0	0	0	0	0.01451	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274	0	0	0	0	0	0	0	0	0	0	0.00962	0	0	0	0	0	0	0	0	0.02046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0.0706	0	0	0.0055	0	0	0	0	0.00224	0	0	0.01358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	0.1141	0	0	0.05596	0.00877	0	0	0	0	0.36456	0	0	0	0	0	0	0	0	0.02518	0.01839	0.0057	0	0.00042	0	0	0.00398	0.09522	0.04382	0	0	0.08538	0	0	0	0.07675	0.08536	0.03284	0.08478	0.28178	0	0.06807	0.11466	0	0.01126	0	0	1.46161	0	0	0	0	0	0	0	0.0161	0	0	0	0	0	0.03619	0	0.67386	0	0	0	0	0	0.93755	0	0	0	0.01704	0	0	0	0.42074	0	0	0	0	0	0	0	0.14765	0	0.12163	0.08074	1.07128	0	0	0	0	0	0.02134	0.02168	0.0224	0	0	1.02414	0	0	3.28232	0	0	0.48883	0.30801	0	0.58918	0.25522	0.02286	0	0	0	0	0.73662	1.35956	0	0	0	0.05856	0	0.81175	0	0	0	0	0.14746	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24	0	0	0	0	0.00071	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0	0	0	0	0	0	0.02787	0.0224	0	0	0	0.0065	0	0	0.02133	0	0.23934	0.08103	0	0.0362	0	0	0.01742	1.42871	0	0.28282	0.22244	0	0	0	0.42158	0	0	0	0	0.17721	0	0.62168	0	0.15888	0.02025	0	0	0.79445	0	0	0	0	0	0	0.0153	0	0	0	0.01716	0.18161	0.11015	0	0	0	0	0	0.36859	0.15162	0	0	0	0.02188	0	0.18479	0.0581	0	0	0.16226	0	0	0	0	0	0	0	0.03714	0	0	0.02618	0	0.24591	0	0	0.1387	0	0	0.01363	0	0	0.10279	0.11953	0	0.07061	0	0	0	0	0.01456	0	0	0.06131	0	0.65656	2.11391	0.94821	0	0.16438	0.05132	0	0	0	0	0	0	0	0	0.14059	0	0	0.41994
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.06553	0.02371	0.05596	0	0.69575	2.26849	0	0.00763	0.04186	0.00256	0.49747	0.32698	0	0	0.16816	0.57645	0	0	1.20844	0.26769	0.14805	0.0312	0.06402	0.42983	0.48695	0.14555	0	0	3.89307	0	0.05318	0.68538	0	0	0.05891	0.30882	0.24469	0	0.08622	0	0.0019	0.0813	0.09333	0.34105	0.25673	1.64895	2.79481	0	0.44918	0	0.61974	0.04022	0	0.5343	0.38527	0	0.01055	0.4303	0.04817	0.02752	0.15494	0	0.70666	0	0	0.08699	0.27158	0.11831	0.60452	0.31041	0.51608	0	0	0.0065	0	0.08245	0.13778	0	2.16796	0.71898	0.03163	1.23057	0.10853	0.23364	0.01031	0.01179	0.088	0.011	0.48062	1.09318	0.01607	1.27632	0.09147	0.85714	0.02148	0.04862	0.03412	0.33336	0.08922	0.10239	0	0.22808	2.01172	0.60981	1.78915	0.15058	0.06861	0	0.01335	2.14211	0.00409	0.09481	0.03772	0.02465	0.08949	0.61596	1.17613	0.00915	0.0013	0	0.69492	0	0	0.45173	0.47422	2.34734	0.25604	0.19253	0.45349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.4441	0.00359	0.00115	0.59915	1.06079	0.3238	0.35195	0.14111	1.71703	0.17921	1.76042	0.60686	0	2.13325	0.05252	0.1292	0.52998	0.00468	0.3451	0.06112	0.02765	0.04197	0.08268	6.71322	6.06206	3.47079	0.04298	0.13907	2.56991	0	0.2372	0.44035	4.23676	0.48158	0.02873	0.26185	0.27422	0.1426	0.02975	6.50245	0.15342	0.25681	0.42496	0.58611	0.59426	4.80538	0.19399	1.60599	0.20169	2.94062	1.24012	0.07532	0.01982	0.40479	1.21533	0.44177	0.01537	0.34965	0.2278	0.22564	10.7668	0	0.88655	0.03564	0	0.09522	0.23373	0.39703	0.94984	0.04521	0.42521	1.81595	0.00882	0.11886	0	0.06614	0.30252	1.79501	0.02272	0.47275	4.61601	0.66567	0.9145	1.99089	0.32051	0.16758	0.34993	0.09073	0.15058	3.14864	0.01459	0.69327	0.08272	0.52949	0.04213	0.10993	0.0132	0.17674	0.06081	0.19731	0	0.09064	1.21935	0.60935	4.09848	0.66811	0.09843	0	0.08184	0.5388	0.19841	0.1061	0.0435	0.03802	0.77895	1.83747	4.47289	0.68604	0.01433	0.94353	0.7047	23.84407	0.26365	0.27951	1.01529	0.88956	0.8709	0.07377	1.15447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01239	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0	0	0	0.00166	0	0	0	1.01765	0	0	0	0	0	0	0	0.17267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09962	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0	0	0	0.0802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15562	0	0	0	0	0	0	0	0	0	0.00898	0.00526	0	0	0	0	0	0	0	0	0	0	0.00377	0	0	0	0	0	0	0.05843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119	0.04309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0	0	0	0.20361	1.02179	0.06315	0.08061	0.01035	0.00159	0	1.39717	0.60686	0	1.17836	0.03592	0.02058	0	0.00468	0.0404	0.01766	0.01534	0	0	0	0	0	0.00858	0	0.42725	0	0.06377	0	0	0.33444	0	0.08776	0	0.07389	0	0	0.111	0	0.23227	0.24344	0	0	0	0	0.18391	0	0.03122	0.00024	0	0.08182	0	0.13277	0	0.09347	0.07674	0.06997	0.50853	0	0	0.00445	0	0.01039	0.13651	0	0.01541	0	0	0	0	0.00314	0	0.0265	0.06227	0	0	0.36518	0	0	0.20356	1.80551	0.00043	0.04043	0.06654	0.05912	0.1329	0.01841	0	0	0.06956	0.06971	0	0.10528	0	0.16035	0	0.19731	0	0.02368	0	0.00957	0.01976	0.09806	0.02052	0	0.00239	0.30406	0	0.06089	0	0.0043	0.20019	0.64685	1.51032	0	0	0.69462	0.00706	0	0	0.05565	0.00193	0.38585	0.69721	0	0.16665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0	0	0	0.01553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19513	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	0.22225	0.00359	0	0.00554	0.00134	0	0.02422	0	0	0	0	0	0	0.04955	0	0.00161	0.02729	0	0	0	0	0	0	0.01202	0.00668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00369	0	0	0	0.37564	0	0.49679	0	0	0	0	0	0	0	0	0	0	0	0	0.10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20336	0	0	0	0	0	0	0	0	0	0	0.27563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02337	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_N6H1_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0636
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0	0	0.00115	0.03034	0.02047	0	0	0.05946	0.02709	0	0	0	0	0	0.0166	0	0.10007	0	0.05623	0.00821	0	0.01843	0.08268	0.04834	0.01873	0.94326	0	0.13369	0	0	0.0189	0.2636	0.70487	0	0.01927	0	0.15959	0	0.02975	0	0	0.03652	0.00494	0.01917	0.00902	0	0.06021	0.59599	0	0.35658	0.13904	0.01432	0	0.12259	0	0	0.01537	0	0.00872	0.00802	0	0	0.11095	0	0	0.03794	0	0	0	0.04521	0.07208	1.56364	0.00882	0	0	0.03964	0	0	0.00956	0.09036	0	0.23466	0	0	0.18289	0	0	0	0	1.35815	0.01459	0.0831	0	0.3702	0.00884	0	0.0019	0	0.01957	0	0	0	0.61132	0.40887	0	0.00417	0	0	0	0.14726	0	0.01207	0.01425	0.01714	0	0	0	0.60037	0.00028	0.14421	0.30944	0.52469	0.00263	0.00299	0.00977	0.0165	0	0.01698	0.03783
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.22185	0	0	0.27946	0	0	0.24711	0.0713	0.66551	0.00468	0.31417	0	0	0	0	0.00238	0.22137	0	0	0.0183	0	0.0161	0	6.65287	6.03666	2.48564	0	0.00538	0	0	0	0.02113	3.53189	0.14714	0	0.17409	0.01266	0	0	6.50245	0	0.11646	0	0.08661	0.0057	0.30058	0.07196	0.19158	0.01779	2.08725	0.11734	0.05543	0	0.17723	0.26924	0.27536	0	0.05272	0.06429	0.05226	6.68029	0	0.32465	0	0	0.01399	0.05461	0.20684	0.09383	0	0.12894	0.25231	0	0.11572	0	0	0	1.1028	0.01316	0	4.52261	0.04392	0.71093	0.01018	0	0.08407	0.06356	0	0	0	0	0	0	0.08957	0	0.00177	0.0113	0.00586	0	0	0	0	0.32987	0.1909	0	0.56589	0.00138	0	0	0	0	0.02578	0.02926	0.01658	0.13926	1.19062	2.96258	0.08567	0	0.08133	0.26306	23.01224	0.26102	0	0.05574	0.01736	0	0.05679	0.00329
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0	0	0	0	0	0.26065	0	0	0.00518	0.17453	0.04908	0	0	0.90534	0	0.10463	0	0	0.24846	0.01695	0.0123	0.00744	0	0	0	0.04189	0.03441	0	2.14265	0	0.15452	0	0	0	0.00946	0	0.10196	0.06871	0	0	0.04241	0.09485	0.18249	0.2332	0.57954	4.5048	0.06182	0	0	0	0.95252	0.00534	0.01982	0.01938	0.94609	0.03364	0	0.20346	0.07805	0.09539	3.51538	0	0.34738	0.03119	0	0.03291	0.04262	0.19019	0.84059	0	0.22419	0	0	0	0	0	0.24025	0	0	0.01722	0.09341	0.38709	0	0.1752	0.136	0	0.21639	0.0316	0.01768	1.77208	0	0.40681	0.01316	0	0.03328	0.00288	0	0.01053	0.04124	0	0	0.06696	0	0	4.07872	0	0.07653	0	0.07945	0.08747	0.19841	0.00735	0	0	0.4395	0	0	0	0.01405	0	0.12513	0	0	0.22088	0.94785	0.46984	0.17369	0	0.8831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0	0	0.00493	0.07902	0.25031	0	0.13852	0	0.01111	0.02702	0.1191	0	0	0	0.02405	0	0	0.02616	0.01999	0	0	0.04452	0	0	0	0.01455	0.00554	0.06846	0	0.01936	0.13209	0	0	0.10539	0	0	0.00822	0	0	0.05167	0.00068	0.07543	0.02017	0	0.50348	0.01053	0	0.06689	0	0.1078	0	0	0.05082	0.14359	0	0	0.10092	0	0	0.21809	0	0.087	0.01018	0	0.01195	0.03283	0.02381	0	0	0.03544	0	0	0	0	0.00632	0.12459	0	0	0.06699	0	0	0	0.08159	0.00395	0	0.0543	0.03121	0.13562	0.12633	0	0	0.15217	0	0.00189	0.10462	0	0.12024	0.01686	0.07909	0	0.00526	0.23636	0.17727	0.4793	0	0.12487	0	0.01413	0.32756	0.01972	0.03405	0.01156	0.07085	0	0.1081	0.22762	0.05115	0	0	0.04215	0	0	0.25673	0.16657	0.03787	0.31809	0.02786	0.24038
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.21649	0.0402	0.01812	0.11609	0	0.23977	0	0.21231	0.04903	0.00347	0.09067	0.22055	0	0.22421	0	0.46244	1.33676	0.00498	0.12789	0.05952	0.02474	0.05471	0.3683	0	0	4.04859	0.02835	0.0802	0.34423	0.24983	0.11424	0	0	0.15582	0	0.10426	0	0.30002	0.04897	2.71539	0.24368	0	0.02968	0.17965	0	0.34293	0.65136	0	0.0527	0	4.8639	0.04256	0	0.07973	0.02332	0.85072	0	0.39555	0.04941	0.02213	1.21024	0	0.1264	0.02159	0	0.21593	0.09954	0	0.29831	0.01591	0.18451	0	0	0.04845	0.00199	0.17957	0.136	0	0	0.14347	3.02222	0.12543	0.79532	0.55927	0.06711	0.1362	0.30462	0.01778	0.39117	1.27386	0.06162	0	0.13485	0	0.0396	0.09366	0	0.43807	0.14351	0.3728	0	0.08791	0	0.12926	8.06196	0	0.1231	0.01586	0	4.33609	0	0.14696	0.23594	0.27924	0.07608	0.13441	0.32644	0.08395	0.02713	0	0.17521	0	0	0.43208	0.07574	1.14436	1.50673	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	0.69868	0	0.01282	0.10442	0.87238	0.00768	0	0.16781	2.66532	0.01086	2.70413	0.11839	0	0.14969	0.19157	0.33351	0.10164	0.10491	0.23223	0.44174	1.09453	0.06306	0.15375	0	0	0.0821	0.0425	0.17933	0.47062	0.03378	0.11367	0.0301	0	0	0.00761	0.35951	0.0641	1.54958	0	0	0.02204	0.09425	0.72139	0.32421	0.03125	2.55057	1.5455	0.04234	0.0275	0	0.8896	0.23917	0.0447	0.34139	0.05348	0	0	0.17151	0.0115	0.02479	0.14519	0	0.0682	0.04243	0	0.1027	0.08111	0	0.10852	0.04877	0.15417	0	0.00157	0	0.00371	0.01443	0.38586	2.27445	0.02314	0.76057	0.03627	0.95176	0	0.10633	0.32532	0.01143	0.35298	0.00876	0.28636	0.83439	0	0.68039	0.11767	0.06593	0.25233	0.21282	0	0	0.00917	0.8016	0	0.27821	0	0.04273	0.12595	0.21815	0.15109	0.07749	0.03392	2.23432	0.04274	0.19221	0.355	0.31814	0.02988	0.37784	0.92792	1.21702	0.09258	0	0.52559	0	0	0.11548	0.02766	2.22497	1.25215	0	0.96276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense	0	0	0	0	0.00475	0	0	0.00557	0	0.00202	0	0	0	0.00646	0	0	4.47124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01565	0	0	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0.01754	0.02648	0.03555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29428	0	0.00334	0	0	0	0	0	0	0	0	0	0	0.02958	0	0	0	0	0	0	0	0	0	0	0	0.09666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	0.03265	0	0	0	0	0	0	0	0	0	0	0	0	0.04195	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0	0.01055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0.01587	0.00148	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0	0	0	0	0	0	0	0	0.00459	0	0	0	0	0	0	0	0	0	0	0	0	0.14209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194	0	0	0	0	0	0.03704	0	0	0
